tweets,
 Feeling so thankful for all the friends I've met in the past couple months ? #EDSers #spoonies #lifelongfriends,can'tsay
 Fat Nats Eggs at 10:30 ! #seniors,can'tsay
 Failing of balance test-bipedal stance on foam w/eyes closed+dec health&amp;activity=potential fallers http://t.co/rTqt39f90c #physicaltherapy,can'tsay
 Excited to open the newest location today of SERC Physical &amp; Hand Therapy in #PleasantHill #physicaltherapy Can't wait to see my first pt!,can'tsay
 Everything is ending and I'm starting to not like it :( #seniors,can'tsay
 Every now and then a jewel of awesomeness comes up on my Twitter feed. Thank you #neuroscience for your press release regarding #copper!,can'tsay
 ENDS TONIGHT! #Win a $25 Bluerane GC @JRFrugalMom @Bluerane3 is a #maternity #nursing &amp; #baby boutique #giveaway http://t.co/4COc7ke7R3,can'tsay
" Employers may have #PPACA knowledge, but do they have the wisdom to make the right decision? #HCR - http://t.co/yH8m88IpB9",can'tsay
" Employers may have #PPACA knowledge, but do they have the wisdom to make the right decision? #HCR - http://t.co/xgq9PBDiUF",can'tsay
" Employers may have #PPACA knowledge, but do they have the wisdom to make the right decision? #HCR - http://t.co/WVJxyceTjD",can'tsay
" Employers may have #PPACA knowledge, but do they have the wisdom to make the right decision? #HCR - http://t.co/QJSaJcXx5P",can'tsay
" Employers may have #PPACA knowledge, but do they have the wisdom to make the right decision? #HCR - http://t.co/L9niIYzPfx",can'tsay
" Employers may have #PPACA knowledge, but do they have the wisdom to make the right decision? #HCR - http://t.co/jHioOHJfYb",can'tsay
" Employers may have #PPACA knowledge, but do they have the wisdom to make the right decision? #HCR - http://t.co/ImUfeaaVBD",can'tsay
" Employers may have #PPACA knowledge, but do they have the wisdom to make the right decision? #HCR - http://t.co/gZgMYrz2b9",can'tsay
 Elderly patients will get personal #NHS worker to coordinate health #care http://t.co/FTWOAWv4vZ,can'tsay
 Echinacea and its Influence on the Immune System = Anti-viral Benefits http://t.co/ukeO85JJmL #nutrition,can'tsay
 Echinacea and its Influence on the Immune System = Anti-viral Benefits http://t.co/IClOAP0yYl #nutrition,can'tsay
" East Anglians are more stressed than Londoners, 36% feel stressed at least 1x per wk compared w/Ldn 30% #MentalHealth #VikingStressStudy",can'tsay
 DSM-V is Mind Boggling. Can't keep everyone happy. Human minds are too complex? http://t.co/OHVUPq14NX #psychiatry,can'tsay
 Drs. Dave &amp; Dee: Human Growth Hormone and Anti-Aging http://t.co/QnUPpIeNoH #health #wellness #senior #aging,can'tsay
 Drs. Dave &amp; Dee: Human Growth Hormone and Anti-Aging http://t.co/QnUPpIeNoH #health #wellness #senior #aging,can'tsay
 Drinking half a gallon of water every day can help you loose wait. #health #nutrition #fact,can'tsay
 Dr. Sigsbee in DC meeting with Rep. Paul Ryan R-WI. Discussed CMS cuts of NCS/EMG. @aanmember #neurology http://t.co/qGLkmtxUqJ,can'tsay
 Dr. Levinson shares when #grief becomes problematic and when you may need to seek #professional #help http://t.co/6UlFONSCwf #therapy,can'tsay
 Double banging on the ultrasound today. #ultrasound #ut #inspection #olympus #steel #work http://t.co/0ihYpgEFax,can'tsay
 Done! #senior #class2013 #seniorchecklist #graduating http://t.co/EFSVfIZK4G,can'tsay
 Don’t let #Medicare dictate your #medical Care.  Talk to Kappel &amp; Apple http://t.co/Bk0nuWZgl5 @_JohnCurry_,can'tsay
 Do you want to learn more about #vascular #ultrasound? Vascular Big Day Out. http://t.co/PtPjbjvTYB Register now! #sonographers,can'tsay
 Do all your therapy co-workers like you? Maybe not! Here are 25 reasons why: http://t.co/vblSVF7r2C #PhysicalTherapy #OTPeeps,can'tsay
 Diabetes is caused by free radical damage. High quality food will strengthen your immune system. #seniors http://t.co/F9KfW0NQxP,can'tsay
 Detailed Fact Sheets about the HealthRights of Young Ppl in the Care System #ChildWelfare #YouthJustice #MentalHealth http://t.co/Ej1De2e7W0,can'tsay
" Deciding what treatment is right for you: Degree of bother, goal of treatment #UCLAMDChat",can'tsay
" Dear @Oprah This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK",can'tsay
 Dear #NHS .... THANK YOU! X     #HammersmithHospital,can'tsay
 Day 20 of 25: Compounding of Vit. B Complex Day 2. 5 days to go. #intern #manufacturing #pharmacy #fb,can'tsay
 Day 19 of 25: Compounding of Vit. B Complex. Nakakangalay sa braso ang pag-sieve. :( 6 days to go. #intern #manufacturing #pharmacy #fb,can'tsay
 Day (+8) Memo: Run down on transplant process with 'Engrafmemt' in particular: http://t.co/0uVSfDddjj #StemCell #Lymphoma,can'tsay
" Daily Nursing Jobs: Staff Nurse II PreOp\PACU Brenham Hospital, Brenham TX, Scott and White Healthcare http://t.co/gzrz4wQHO2 #jobs, #nurse",can'tsay
 Dad and I are wearing matching flannels #Mhm,can'tsay
" Critical care patients have major health and financial problems 12 months after discharge,... http://t.co/N91eGx14j1 #Medical #Journals",can'tsay
 Coolin wit the bros at Santa Fe #gainesville #seniors #santafe http://t.co/flIsxRLSzJ,can'tsay
" Contrast, Alignment, Repetition, Proximity: the basics of visual #design that promote #ptsafety through #patientguard http://t.co/6mUarK8dhD",can'tsay
" Cont... #Following hes release, He had a #Court date, Well that date Came and #Dude was DIRTY. Now #REHAB or #JAIL is hes only option.",can'tsay
" Construction activity and rent growth accelerate in senior housing, while occupancy remains the same: http://t.co/CHnBAHn3tt #LTC #ALF",can'tsay
 Comparative effectiveness of a complex Ayurvedic treatment and conventional standard care in osteoarthritis of...  #nutrition,can'tsay
" Company profile UNIVERSITYMEDNET MEDICAL SUPPLY, INC. - http://t.co/byba482WSB  #UNIVERSITYMEDNET #MEDICAL #SUPPLY, #INC.",can'tsay
" Company profile SOUTHWEST SPINE CARE, INC. - http://t.co/M5VIrx5nN1  #SOUTHWEST #SPINE #CARE, #INC.",can'tsay
 Company profile HEINEBERG SENIOR HOUSING - http://t.co/lRcJleMNIc  #HEINEBERG #SENIOR #HOUSING,can'tsay
 Combating Metastatic Cancer Through Immune System Modulation http://t.co/OsZp0nWgkM #vaccines #immunesystem,can'tsay
 Columbus Dispatch report details the brokenness of today's #mentalhealth system. http://t.co/KeuOtOxTl8,can'tsay
 Colon keeps Astros off balance to seal sweep.#StemCell treatment seems to be fair in shoulder injury. He is 40 http://t.co/zw5VRAWAOa,can'tsay
 Choose Wisely. Kelak Menyesali. #Life #Choice #Human #Behaviour #Psychology http://t.co/3CwkwfETxt,can'tsay
 Check out our email update for the latest children's #mentalhealth and system of care news and resources. http://t.co/N4m3WnoiNo  #txmh,can'tsay
 Check if you have a #Thyroid disorder #ThaiKiradechAphibarnrat #SouthAfrica http://t.co/MoWEZ6BZu4 http://t.co/m6VWAwCYNQ,can'tsay
 Chaturanga #yoga has the potential to injure the shoulder if not done correctly http://t.co/vKjhnUSsY1 #PhysicalTherapy,can'tsay
 Catching up with #madeinchelsea @LouiseAThompson you so cray cray. #therapy,can'tsay
 Can't wait to see my witttle baby on the 3rd! ??? #ultrasound,can'tsay
 Canadian Healthcare job opportunity: (Hope): Physiotherapist http://t.co/WIY9M8iBfC #physio #therapy,can'tsay
 Can Big #Pharma put #patients first? http://t.co/4F71NFlkIG #CMEchat,can'tsay
 C14SS OF 2014 #senior #takeoverday #tomorrow #army #camo #wetakinovaaa #mandarin #mustangs #C/o2014… http://t.co/TMimBwmGa6,can'tsay
 Busy day today at@TNSRADIO_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@SIWpolitics_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@Roscoenydd #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@MOSTNOIIZ_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@monzelly_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@goodbye2pains8 #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@Gilbertcfii #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@CrankyHermitNV_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@brittewilliams_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@brianium_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@asimplepac_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@agnetafurvik_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@__rainbow_spark #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Busy day today at@__AimeeDauphin #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,can'tsay
 Brusha brusha brushaa kid loves to brush them teeths ?? #baby #bedtime #teeth #combover http://t.co/9SD67Lc2A6,can'tsay
" BPD News: Clearview Treatment Programs Clinical Director to Present on DBT and ... - PR We... http://t.co/b3oBN247qi #bpd, #mentalhealth",can'tsay
 Blue/yellow #nursing cover/ Tablier d'allaitement by MamanGateau http://t.co/P4BDk4mLPK via @Etsy #breastfeeding #british #gift #baby,can'tsay
" Blog Update! Talking  #physicaltherapy  with +Dr. Ben Fung, PT, DPT  #bizPT   http://t.co/tp1qiYWCVh",can'tsay
 Beware the urgicare-ization of medical care. #medicalhome,can'tsay
 Besties a #rn,can'tsay
" Been rewired, had a bad connection, now I gat full bars... What's that? Good reception #rehab",can'tsay
 Beatz in my ears #physicaltherapy,can'tsay
 Be perfect #fridaynightlights #lasik,can'tsay
" Baylor Health Care System #Nursing #Job: Registered Nurse ( #WAXAHACHIE , TX) http://t.co/ooJpuTqGtv #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x02A4EFB0> coordinates {u'type': u'Point', u'coordinates': [-96.8483311, 32.3865312]}",can'tsay
" BAYADA Home Health Care #Nursing #Job: RNs and LPNs to care for Sweet 14 year old in Ke... ( #Kearny , NJ) http://t.co/ZnVjx78mba place <tweepy.models.Place object at 0x01EF3E50> coordinates {u'type': u'Point', u'coordinates': [-74.1181234, 40.7593718]}",can'tsay
" Based on this hypothesis, it's believed that desire is treated like an episodic memory of gene that ancestors had in the past. #neuroscience",can'tsay
 bactrim #Pills #pharmacy #health http://t.co/XZpzmrfXVS,can'tsay
" Back to work after the Holiday weekend. 7 different pt reports of broken bones on my desk. Everyone playing outside, I see... #pediatrics",can'tsay
" Back to my suggestion about Improv - from a few weeks ago - \Told ya!\"" #SecondCity #ragansocial""",can'tsay
 Baby Prophet is already 5 lbs and 9oz. #doyouseewhatisee #babyboy #baby #boysrule #ultrasound http://t.co/H3N2uCwse2,can'tsay
 Baby girl! #23weeks #ultrasound #baby #hospital  #girl ? http://t.co/xaUh4oPUFJ,can'tsay
 Baby Cardoza! lostmouse28 and I white bean. We ? you baby.???????? #baby #ultrasound #boy #girl… http://t.co/82Jtg37FW4,can'tsay
" Attend the #Nurse #Recruitment #OpenDay on 8th June in New Cross Hospital, #Wolverhampton!http://t.co/eSF0iLjtz9 #jobs #Midwife #Health",can'tsay
 Asthma is caused by free radical damage. High quality food will strengthen your immune system. #seniors http://t.co/F9KfW0NQxP,can'tsay
" As I am helping clients train for their next 5K, injury prevention is crucial to training properly! #PhysicalTherapy http://t.co/RWRXvhvZWr",can'tsay
 Arizona man's chronic runny nose is not due to allergies - he's leaking brain fluid! - http://t.co/Zd4sx4bikn #medical #bizarre #allergies,can'tsay
 Are you wondering what your patients are actually thinking? http://t.co/kki48WcV6y #PhysicalTherapy #OTpeeps #RespiratoryTherapy,can'tsay
 Are you a new reader of #Cancer #StemCell News? Miss a couple issues? Catch up by reading our past newsletters! http://t.co/yhza2jQ9Ku,can'tsay
 Are #nurses neglecting an essential part of their education and knowledge base?http://t.co/JhAczLZ1QG,can'tsay
 Any OT's/OTstudents have experience using OTIPM 2 guide their practice? Is it preferred model as oppose2 PEO? #OTpeeps #OccupationalTherapy,can'tsay
 any help on #rehab #centers in #Egypt?,can'tsay
 Another half mile #swimming in the pool and 12 miles #cycling. Feels good to be active again after a year of nursing #spine injury. #health,can'tsay
 Another chat/webinar: RT @UCLAHealth: Starting vaginal prolapse webinar in just a few minutes. http://t.co/3JDZld3pon  #UCLAMDChat,can'tsay
 Alert Line - What to expect during a #ultrasound in the last weeks of #pregnancy http://t.co/dlyioIydNu,can'tsay
 Ain't nobody messing with my clique!!! C/O 2014 #seniors,can'tsay
" Aging Slows Growth Hormone Release Which Effects Sleep, Energy and Exercise http://t.co/YUxAEsn0Gr #nutrition",can'tsay
" Aging Slows Growth Hormone Release Which Effects Sleep, Energy and Exercise http://t.co/OzL93Zx4PB #nutrition",can'tsay
" Adolescence can be a very turbulent and difficult time, even for the well-adjusted teen: http://t.co/NPH9gBsu0N #mentalhealth #YAMH",can'tsay
 Added Sugars Cause Of Numerous Health Problems http://t.co/7TX7iS9hL4 #nutrition,can'tsay
 accutane #Pills #pharmacy #health http://t.co/pGHHRJ5nX1,can'tsay
" According to #neuroscience, it is experience that shapes the brain &amp; the nervous system. http://t.co/r7vhd3dWoF",can'tsay
" According to #neuroscience, it is experience that shapes the brain &amp; the nervous system. http://t.co/n3i5fw0eum",can'tsay
" According to #neuroscience, it is experience that shapes the brain &amp; the nervous system. http://t.co/Ldwy7h6I0V",can'tsay
" According to #neuroscience, it is experience that shapes the brain &amp; the nervous system. http://t.co/ceORVx6W1u",can'tsay
" According to #neuroscience, it is experience that shapes the brain &amp; the nervous system. http://t.co/0iekmyZdIo",can'tsay
 Abby's babies! #2moreweeks #kickinglikeninjas #ultrasound http://t.co/c0eVBSwmsW,can'tsay
 Ab Hoga Kya by #VitalSigns #Pakistani #pop #90s  http://t.co/QHhqToOmPV on #SoundCloud,can'tsay
 A World-Class Hospital dedicated to heart care will be built in Awali http://t.co/idB4iwrWNn #Medical #Health #Bahrain,can'tsay
" A two-cohort phase i study of weekly oxaliplatin and gemcitabine, then oxaliplatin, gemcitabine, and... http://t.co/azTz0SJtaW #oncology",can'tsay
 A healthy and snack recipe courtesy of Your Green Baby #motivatedmonday #nutrition #newmom... http://t.co/khsydvttFJ,can'tsay
" 54 scientific papers by students of #RAK #University for #Medicine were presented as lectures, posters or videos. http://t.co/2lpE5EYMd9",can'tsay
 5 tips to make your application work: http://t.co/QQwHZ28g0e #SLPeeps #PhysicalTherapy #RespiratoryTherapy,can'tsay
 5 important messages for patients when planning a discharge: http://t.co/WbEOPlmXpr #PhysicalTherapy #OTpeeps,can'tsay
" 3 years down, 1 more to go #SOREADY #SENIOR #2014",can'tsay
" 3 new ways #pharmacists may bill for services they provide. Transitions of Care, chronic care mgmt, and annual #medicare reviews.",can'tsay
" 3 layers to challenge of #midwives accessibility: supportive government, functioning health system, humane care. @CarolineHomer @UNFPA #JNJ",can'tsay
 2day w/ family &amp; friends take a moment &amp; think of 7 yr old  Kellen Surette undergoing  #stemcell transplant this wk http://t.co/qzqjCwWkuc,can'tsay
 2013 mHealth Summit Call for Presentations Now Open - PR Newswire (press release) http://t.co/ZTRDnxLpxO #mhealth,can'tsay
 2013 mHealth Summit Call for Presentations Now Open - PR Newswire (press release) http://t.co/wTTmcdZvjR #mhealth,can'tsay
 20 week ultrasound. She's so dang cute already. #20weeks #babygirl #ultrasound http://t.co/hLpHV2JgRc,can'tsay
 11 weeks &lt;3 #baby#ultrasound http://t.co/OCOSSL7VbX,can'tsay
 10 tips for therapy students to get hired after graduation: http://t.co/NKEJin8HMa #PhysicalTherapy #OTpeeps #SLPeeps,can'tsay
 10 Private #medschools with the Lowest Price Tags http://t.co/2xnmemBlJ1,can'tsay
 “Is it too late for #primarycare? I don’t think so. But we have to move quickly” writes one #MD (@kevinmd) http://t.co/SREC5EwgYz,can'tsay
" “Combating Metastatic Cancer Through Immune System Modulation,” via Medical News Today http://t.co/WE134mxRtA #oncology",can'tsay
 “@PhysAnswers: http://t.co/DVDN5mtVSS Blog Update! Talking #physicaltherapy with Dr. Ben Fung! #bizPT http://t.co/xoTnHOeRPW”,can'tsay
 “@His_Babecakes: 11 More Days Of School.! #Seniors” *10,can'tsay
 “@boomhauer52: This baby gotta head like hers #ultrasound”--- how many kids. U got ??,can'tsay
" \your fingers are like magical baby wieners\"". #Psych""",can'tsay
" \You don't have true #medicine in a monetary system.\"" -- Jacque Fresco #thevenusproject #science #medicalresearch #technology #nonprofit""",can'tsay
" \The Decline and Fall of American Medical Authority\"" http://t.co/Ild64OIc2J #health #medicine #patientslikeme #quantifiedself""",can'tsay
" \Stress Handling\"" glands and the connection to #Weight #Gain",can'tsay
" \He died.\"" \""Yes",can'tsay
" \Do you think that's crazy?\"" \""No",can'tsay
" \Did you find my husband?\""  Yea wanna meet him? Yea! He's a dr....dr. Pepper  WHAT HAHA #seniors #sportsweekend""",can'tsay
" \Changes\"" from the mixtape #Therapy by Platini on #SoundCloud https://t.co/Mwsc8gVOWZ""",can'tsay
" \Black it up Pat\"" #SLP @ReidArmstrong3""",can'tsay
" \@kristen_hallam: ReNeuron Rises Most in 3 Months on Interim Stroke Data http://t.co/Zy5HYOxFkq via @BloombergNews #stemcell\"" UK success!""",can'tsay
" \@DawnieMorgan: @alanROYGBIV lookie #stemcell #treatment #cerebalpalsy http://t.co/LYvOokd2oe\""""",can'tsay
" @YummyMummyClub This w/e Kellen Surette undergoing a #stemcell transplant.He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK",can'tsay
" @wilw This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #wewanthimtoLLAP  :D",can'tsay
" @Vemma anyone here from indonesia?? #vemma #nutrition #energydrink. place <tweepy.models.Place object at 0x01EF3FD0> coordinates {u'type': u'Point', u'coordinates': [112.5273533, -7.8716077]}",can'tsay
" @VanessaLGarrity Wish I'd been with my baby - was separated for 3 weeks, still grieve that time now, slowed my recovery #wemidwives",can'tsay
 @trotlinedesigns gmo is pseudo science for profit not real science. much like #pharmaceuticals!,can'tsay
 @TheMikeEllis WOW!  #Spokane loves our #Seniors!  @mowspokane @kxly920 @KREMSten,can'tsay
 @TelegraphNews #NHS DEAD #RIP,can'tsay
" @strombo This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK",can'tsay
" @spenncahh ... #psych place <tweepy.models.Place object at 0x027915F0> coordinates {u'type': u'Point', u'coordinates': [-157.94116626, 21.38524924]}",can'tsay
" @sethmeyers This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK",can'tsay
" @Sebelius @HHSGov Give non nursing home dual eligible the right to \Opt-Out\"" of forced privatized #Medicare-Medicaid HMOs""",can'tsay
" @readingrainbow This w/e Kellen Surette's undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #bydhttmwfi",can'tsay
" @Raffi_RC This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK :D",can'tsay
" @questlove  This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK",can'tsay
 @ProjectKernel @atkinsglobal dont forget abt the #wheelchair traveller in your plans build #accessibilty in don't exclude it thro bad design,can'tsay
 @PerformWilde not to mention essential to balance PRAL for healthy bones and most bodily functions! #nutrition #health #pral,can'tsay
 @milau5 Met a few peeps from Gotham a few weeks ago while in Chicago! Great people and Great Brand! #RaganSocial,can'tsay
" @meredithheron This w/e Kellen Surette 's undergoing #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK",can'tsay
 @LouiseeManningg hahaha before you know it you'll be having it every minute of the day #Rehab is calling you baby hahahaha xxxx,can'tsay
 @legendofrebecca Yaaaaay #sleepdeprivation,can'tsay
" @julijuxtaposed @sinnaluvva But do ppl know which party wld boost #NHS, affordable housing &amp; job creation; &amp; which wld give more 2 the rich",can'tsay
 @johnclarke97 I became clean from that drug many months ago #rehab,can'tsay
" @HaatchiHD visit this wonderful #dog, haatchi's fb pg&amp;donate toward his #rehabilitation-he is 1 of my customers&amp;has had a massive op even £1",can'tsay
 @GloriaBB2 Also finding out that my doctor may have over done the injections. Treatment of over a year yet required is 7 weeks. #malpractice,can'tsay
 @GinaAlex The judge called the pony a liability hazard &amp; cited an example that if he'd run from a small pig if it was charging at him #Teeth,can'tsay
" @GeorgeReese shockingly, the ADA &amp; American Academy of Pediatrics have actually spent looked into the data &amp; written guidance. #publichealth",can'tsay
 @Genshere going to use you as a student example for my @QMUniversity talk on June 3rd ;-) #rd2be,can'tsay
 @GEHealthcare Great visual guide! Even better when benefits #physicaltherapy and #speechandlanguagetherapy are added #EBP @hannekekalf,can'tsay
" @GaryChampagne This w/e Kellen Surette is undergoing #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK",can'tsay
" @gadgetgirl_ca This w/e Kellen Surette's undergoing a #stemcell transplant.He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK",can'tsay
 @Earthdwella I also understand the number of GP's and local Surgeries are not matching population growth. #NHS #NoBrainer,can'tsay
 @DiverseOT I offer advice on this but never preach and I don't expect it to be achievable 100% of the time. good to aim for though #occhat,can'tsay
" @ddlovato This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK",can'tsay
" @CUNTlE if u r so sure she's a bitch, why do u talk about her so much #therapy",can'tsay
" @cstclair This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #rayofsuninaRT?",can'tsay
 @Colvinius @maryellenfield Peter completed his charity run this morning. He's  a champion. https://t.co/XFX5sa2Ql8 #organdonation,can'tsay
" @ChicaNovo This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK",can'tsay
" @CherylJCPR As am I! Come on, 4 pm ET! @DennysDiner @RaganComms @PRDaily #RaganSocial",can'tsay
 @cdnchoice @SamMillsUSA Happy #MeatlessMonday friends.,can'tsay
 @CarolHoward But they think business people lacking integrity &amp; kindness...so not true! My #healthcare colleagues are angels. #mccsm,can'tsay
" @bifnaked, This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK",can'tsay
" @BarackObama, This w/e Kellen Surette's undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #WhiteHouseRT",can'tsay
 @aplu_news Thank you for helping us promote our latest #publichealth #rfp for #phssr.,can'tsay
" @ant_hardman top quality care of whiston hospital, go in with a broken finger, come out with aids #nhs #fuckedup #sortitout",can'tsay
" @altonbrown This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #PostItRTlove",can'tsay
" @alanthomasdoyle This w/e Kellen Surette's undergoing a #stemcell transplant.He's 7, from #GlaceBay, NS. http://t.co/WvldCQ5yLM #RTwouldROCK",can'tsay
 @adidas_miCoach Elite Team System is the latest advancement in real-time performance monitoring http://t.co/ZNlCUpRfdg #mhealth #sensors,can'tsay
 ??? #patient #understanding #forgiving #kind http://t.co/JSuNKSE1t8,can'tsay
 .@WaltLeger great work today on #Medicaid expansion. Your leadership is much appreciated! #JuatSayYes,can'tsay
" .@JillSheffield: Mobile telephones have absolutely shorten the distance between the person and health system\ #mHealth #Socialgood #WDLive""",can'tsay
 #Yoga and Psyche: The Marriage of Ancient Wisdom and Depth #Psychology | Huffington Post - http://t.co/PFtd0eY94i | http://t.co/tZStG6yrYS,can'tsay
